ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,PREFIX
470,35,8/20/19 12:54,8/20/19 16:54,Relationships & Intimacy,,publish,closed,closed,,470,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=470,70,nav_menu_item,,0,NULL,cf
471,35,8/20/19 12:54,8/20/19 16:54,Infection Prevention,,publish,closed,closed,,471,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=471,66,nav_menu_item,,0,NULL,cf
472,35,8/20/19 12:54,8/20/19 16:54,Working with CF,,publish,closed,closed,,472,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=472,68,nav_menu_item,,0,NULL,cf
473,35,8/20/19 12:54,8/20/19 16:54,Teens (13-17 years old),,publish,closed,closed,,473,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=473,85,nav_menu_item,,0,NULL,cf
474,35,8/20/19 12:54,8/20/19 16:54,Young Adults (18-25 years old),,publish,closed,closed,,474,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=474,86,nav_menu_item,,0,NULL,cf
475,35,8/20/19 12:54,8/20/19 16:54,Children (8-12 years old),,publish,closed,closed,,475,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=475,84,nav_menu_item,,0,NULL,cf
476,35,8/20/19 12:54,8/20/19 16:54,Transitioning to Adult Care,,publish,closed,closed,,476,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=476,83,nav_menu_item,,0,NULL,cf
477,35,8/20/19 12:54,8/20/19 16:54,Respiratory Complications,,publish,closed,closed,,477,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=477,50,nav_menu_item,,0,NULL,cf
478,37,8/20/19 12:58,8/20/19 16:58,What Causes Cystic Fibrosis?,,inherit,closed,closed,,57-autosave-v1,,,8/20/19 12:58,8/20/19 16:58,,57,https://cystic-fibrosis.com/uncategorized/57-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
479,37,8/20/19 13:28,8/20/19 17:28,What is Cystic Fibrosis?,,inherit,closed,closed,,53-autosave-v1,,,8/20/19 13:28,8/20/19 17:28,,53,https://cystic-fibrosis.com/uncategorized/53-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
480,35,8/20/19 13:26,8/20/19 17:26,Emotional Impact,,publish,closed,closed,,emotional-impact,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=480,72,nav_menu_item,,0,NULL,cf
481,35,8/20/19 13:26,8/20/19 17:26,Exacerbations,,publish,closed,closed,,exacerbations,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=481,51,nav_menu_item,,0,NULL,cf
482,35,8/20/19 13:26,8/20/19 17:26,Bronchiectasis,,publish,closed,closed,,bronchiectasis,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=482,52,nav_menu_item,,0,NULL,cf
483,35,8/20/19 13:28,8/20/19 17:28,Malnutrition & Underweight,,publish,closed,closed,,malnutrition-underweight,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=483,55,nav_menu_item,,0,NULL,cf
484,35,8/20/19 13:30,8/20/19 17:30,CF-Related Diabetes,,publish,closed,closed,,cf-related-diabetes,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=484,58,nav_menu_item,,0,NULL,cf
485,35,8/20/19 13:32,8/20/19 17:32,Overview of CF,,publish,closed,closed,,overview-of-cf-2,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=485,78,nav_menu_item,,0,NULL,cf
486,35,8/20/19 13:35,8/20/19 17:35,Treatment,,publish,closed,closed,,treatment-2,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=486,79,nav_menu_item,,0,NULL,cf
487,35,8/20/19 13:35,8/20/19 17:35,Infection Prevention,,publish,closed,closed,,infection-prevention,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=487,80,nav_menu_item,,0,NULL,cf
488,35,8/20/19 13:35,8/20/19 17:35,Cleaning Nebulizers,,publish,closed,closed,,cleaning-nebulizers-2,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=488,81,nav_menu_item,,0,NULL,cf
489,35,8/20/19 14:01,8/20/19 18:01,,,publish,closed,closed,,489,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=489,94,nav_menu_item,,0,NULL,cf
490,35,8/20/19 14:01,8/20/19 18:01,Login,,publish,closed,closed,,login,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=490,95,nav_menu_item,,0,NULL,cf
491,37,8/20/19 14:19,8/20/19 18:19,How Common is Cystic Fibrosis?,,inherit,closed,closed,,54-autosave-v1,,,8/20/19 14:19,8/20/19 18:19,,54,https://cystic-fibrosis.com/uncategorized/54-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
492,33,8/20/19 14:30,,Auto Draft,,auto-draft,open,closed,,,,,8/20/19 14:30,,,0,https://cystic-fibrosis.com/?p=492,0,post,,0,NULL,cf
493,37,8/20/19 14:39,8/20/19 18:39,Welcome to Cystic-Fibrosis.net Stories!,,inherit,closed,closed,,446-autosave-v1,,,8/20/19 14:39,8/20/19 18:39,,446,https://cystic-fibrosis.com/uncategorized/446-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
494,34,8/20/19 14:43,8/20/19 18:43,Q&A,,publish,closed,closed,,qa,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=494,96,nav_menu_item,,0,NULL,cf
495,34,8/20/19 14:43,8/20/19 18:43,Stories,,publish,closed,closed,,stories,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=495,97,nav_menu_item,,0,NULL,cf
496,34,8/20/19 14:43,8/20/19 18:43,Forums,,publish,closed,closed,,forums,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=496,98,nav_menu_item,,0,NULL,cf
497,37,8/20/19 15:27,8/20/19 19:27,What are Pulmonary Function Tests (PFT)?,,inherit,closed,closed,,136-autosave-v1,,,8/20/19 15:27,8/20/19 19:27,,136,https://cystic-fibrosis.com/uncategorized/136-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
498,37,8/20/19 15:53,8/20/19 19:53,How is Cystic Fibrosis Diagnosed?,,inherit,closed,closed,,134-autosave-v1,,,8/20/19 15:53,8/20/19 19:53,,134,https://cystic-fibrosis.com/uncategorized/134-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
499,34,8/20/19 16:08,8/20/19 20:08,What is Kalydeco (Ivacaftor)?,,inherit,closed,closed,,193-autosave-v1,,,8/20/19 16:08,8/20/19 20:08,,193,https://cystic-fibrosis.com/uncategorized/193-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
501,34,8/20/19 16:18,8/20/19 20:18,What is Symdeko (Tezacaftor/Ivacaftor)?,,inherit,closed,closed,,195-autosave-v1,,,8/20/19 16:18,8/20/19 20:18,,195,https://cystic-fibrosis.com/uncategorized/195-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
502,37,8/20/19 16:38,8/20/19 20:38,Common Complications in Women with Cystic Fibrosis,,inherit,closed,closed,,131-autosave-v1,,,8/20/19 16:38,8/20/19 20:38,,131,https://cystic-fibrosis.com/uncategorized/131-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
503,34,8/20/19 16:28,8/20/19 20:28,Pancreatic Enzyme Replacement Therapies (PERT) for Cystic Fibrosis,,inherit,closed,closed,,264-autosave-v1,,,8/20/19 16:28,8/20/19 20:28,,264,https://cystic-fibrosis.com/uncategorized/264-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
504,34,8/20/19 16:32,8/20/19 20:32,What Vaccinations Should a Person with Cystic Fibrosis Get?,,inherit,closed,closed,,263-autosave-v1,,,8/20/19 16:32,8/20/19 20:32,,263,https://cystic-fibrosis.com/uncategorized/263-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
505,34,8/20/19 16:39,8/20/19 20:39,Airway Clearance Techniques for Cystic Fibrosis,,inherit,closed,closed,,261-autosave-v1,,,8/20/19 16:39,8/20/19 20:39,,261,https://cystic-fibrosis.com/uncategorized/261-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
506,34,8/20/19 16:43,8/20/19 20:43,Diet and Nutrition Considerations with Cystic Fibrosis,,inherit,closed,closed,,259-autosave-v1,,,8/20/19 16:43,8/20/19 20:43,,259,https://cystic-fibrosis.com/uncategorized/259-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
507,37,8/20/19 16:48,8/20/19 20:48,Can Cystic Fibrosis Cause Hearing Loss?,,inherit,closed,closed,,129-autosave-v1,,,8/20/19 16:48,8/20/19 20:48,,129,https://cystic-fibrosis.com/uncategorized/129-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
508,34,8/20/19 17:03,8/20/19 21:03,Managing and Treating Cystic Fibrosis Exacerbations,,inherit,closed,closed,,255-autosave-v1,,,8/20/19 17:03,8/20/19 21:03,,255,https://cystic-fibrosis.com/uncategorized/255-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
509,37,8/20/19 19:49,8/20/19 23:49,How Does Cystic Fibrosis Affect Mental Health and Wellbeing?,,inherit,closed,closed,,127-autosave-v1,,,8/20/19 19:49,8/20/19 23:49,,127,https://cystic-fibrosis.com/uncategorized/127-autosave-v1/,0,revision,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
