ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,lead_gen_position,PREFIX
144,27,2/28/19 9:43,2/28/19 14:43,Age-Related Macular Degeneration Treatment,,publish,closed,closed,,amd,,,5/28/19 11:48,5/28/19 15:48,,123,https://maculardegeneration.net/?page_id=144,0,page,,0,NULL,NULL,macd
145,27,2/28/19 9:04,2/28/19 14:04,What Lifestyle Changes Can I Make?,,publish,closed,closed,,lifestyle-changes,,,3/13/19 11:08,3/13/19 15:08,,0,https://maculardegeneration.net/?page_id=145,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9843,macd
146,27,2/28/19 9:01,2/28/19 14:01,Maintaining Eye Health,,publish,closed,closed,,maintain-eye-health,,,3/15/19 15:09,3/15/19 19:09,,0,https://maculardegeneration.net/?page_id=146,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9809,macd
147,27,2/28/19 9:10,2/28/19 14:10,Diet and Nutrition,,publish,closed,closed,,diet-nutrition,,,3/15/19 15:24,3/15/19 19:24,,0,https://maculardegeneration.net/?page_id=147,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.976,macd
149,27,2/21/19 9:34,2/21/19 14:34,What is Anti-VEGF Therapy?,,publish,closed,closed,,anti-vegf,,,6/10/19 7:18,6/10/19 11:18,,0,https://maculardegeneration.net/?page_id=149,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9807,macd
150,27,2/21/19 9:53,2/21/19 14:53,What is Lucentiså¨ (ranibizumab)?,,publish,closed,closed,,lucentis,,,3/13/19 11:19,3/13/19 15:19,,0,https://maculardegeneration.net/?page_id=150,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9713,macd
151,27,2/21/19 9:53,2/21/19 14:53,What is Eyleaå¨ (aflibercept)?,,publish,closed,closed,,eylea,,,3/13/19 11:26,3/13/19 15:26,,0,https://maculardegeneration.net/?page_id=151,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.973,macd
152,27,2/21/19 9:53,2/21/19 14:53,What is Avastinå¨ (bevacizumab)?,,publish,closed,closed,,avastin,,,3/13/19 11:34,3/13/19 15:34,,0,https://maculardegeneration.net/?page_id=152,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9756,macd
153,27,2/21/19 9:44,2/21/19 14:44,Laser Surgery for Macular Degeneration,,publish,closed,closed,,laser-surgery,,,3/15/19 15:05,3/15/19 19:05,,0,https://maculardegeneration.net/?page_id=153,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9727,macd
154,27,2/21/19 9:48,2/21/19 14:48,Photodynamic Therapy with Visudyneå¨ (Verteporfin),,publish,closed,closed,,laser-photodynamic,,,3/14/19 14:55,3/14/19 18:55,,0,https://maculardegeneration.net/?page_id=154,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9752,macd
155,27,2/21/19 9:46,2/21/19 14:46,What is Laser Photocoagulation?,,publish,closed,closed,,laser-photocoagulation,,,3/13/19 11:21,3/13/19 15:21,,0,https://maculardegeneration.net/?page_id=155,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9763,macd
156,27,2/27/19 9:04,2/27/19 14:04,Surgery for Macular Degeneration,,publish,closed,closed,,surgery-for-macular-degeneration,,,3/14/19 15:07,3/14/19 19:07,,0,https://maculardegeneration.net/?page_id=156,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9716,macd
157,27,2/5/19 16:46,2/5/19 21:46,Complementary and Alternative Medicine,,publish,closed,closed,,complementary-alternative,,,4/15/19 10:53,4/15/19 14:53,,123,https://maculardegeneration.net/?page_id=157,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9811,macd
158,27,2/5/19 16:32,2/5/19 21:32,Devices for Macular Degeneration,,publish,closed,closed,,devices,,,3/15/19 15:24,3/15/19 19:24,,0,https://maculardegeneration.net/?page_id=158,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.974,macd
160,27,2/7/19 12:46,2/7/19 17:46,eSightå¨ Electronic Glasses,,publish,closed,closed,,esight-glasses,,,3/15/19 15:18,3/15/19 19:18,,0,https://maculardegeneration.net/?page_id=160,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9654,macd
162,27,2/27/19 8:38,2/27/19 13:38,Is There a Cure for Macular Degeneration?,,publish,closed,closed,,cure,,,4/29/19 7:22,4/29/19 11:22,,0,https://maculardegeneration.net/?page_id=162,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9745,macd
163,27,2/27/19 9:08,2/27/19 14:08,What Are Investigational Therapies?,,publish,closed,closed,,investigational-therapies,,,4/22/19 7:43,4/22/19 11:43,,0,https://maculardegeneration.net/?page_id=163,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9813,macd
164,27,2/28/19 9:17,2/28/19 14:17,Dietary Research and Recommendations,,publish,closed,closed,,nutrition-research,,,5/13/19 19:29,5/13/19 23:29,,0,https://maculardegeneration.net/?page_id=164,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9743,macd
165,27,2/28/19 8:01,2/28/19 13:01,Coping with Vision Loss,,publish,closed,closed,,coping,,,6/4/19 16:48,6/4/19 20:48,,0,https://maculardegeneration.net/?page_id=165,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9784,macd
166,27,2/15/19 13:38,2/15/19 18:38,Home Adaptations,,publish,closed,closed,,home-adaptations,,,6/17/19 7:38,6/17/19 11:38,,0,https://maculardegeneration.net/?page_id=166,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9715,macd
167,27,2/27/19 9:00,2/27/19 14:00,Reading Alternatives and Aids,,publish,closed,closed,,reading-aids,,,3/14/19 14:57,3/14/19 18:57,,0,https://maculardegeneration.net/?page_id=167,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9737,macd
168,27,2/27/19 8:58,2/27/19 13:58,Eye Injections: What to Expect,,publish,closed,closed,,eye-injections,,,7/8/19 7:29,7/8/19 11:29,,0,https://maculardegeneration.net/?page_id=168,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.981,macd
169,27,2/27/19 9:06,2/27/19 14:06,Caring for Someone with Macular Degeneration,,publish,closed,closed,,caregiving,,,3/15/19 15:34,3/15/19 19:34,,0,https://maculardegeneration.net/?page_id=169,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9738,macd
172,20,2/1/19 13:06,2/1/19 18:06,My Profile,,publish,closed,closed,,my-profile,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=172,100,nav_menu_item,,0,NULL,NULL,macd
173,20,2/1/19 13:06,2/1/19 18:06,Notifications,,publish,closed,closed,,notifications,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=173,104,nav_menu_item,,0,NULL,NULL,macd
174,20,2/1/19 13:06,2/1/19 18:06,Messages,,publish,closed,closed,,messages,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=174,102,nav_menu_item,,0,NULL,NULL,macd
175,20,2/1/19 13:06,2/1/19 18:06,Settings,,publish,closed,closed,,settings,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=175,103,nav_menu_item,,0,NULL,NULL,macd
176,20,2/1/19 13:06,2/1/19 18:06,Log Out,,publish,closed,closed,,log-out,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=176,107,nav_menu_item,,0,NULL,NULL,macd
177,20,2/1/19 13:06,2/1/19 18:06,Log In,,publish,closed,closed,,log-in,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=177,106,nav_menu_item,,0,NULL,NULL,macd
178,20,2/1/19 13:06,2/1/19 18:06,Register,,publish,closed,closed,,register,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=178,105,nav_menu_item,,0,NULL,NULL,macd
179,27,2/5/19 16:49,2/5/19 21:49,Implantable Miniature Telescope (IMT),,publish,closed,closed,,implantable-miniature-telescope,,,3/15/19 15:02,3/15/19 19:02,,0,https://maculardegeneration.net/?page_id=179,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9749,macd
180,20,2/1/19 13:10,2/1/19 18:10,Friends,,publish,closed,closed,,friends,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=180,101,nav_menu_item,,0,NULL,NULL,macd
181,6,3/4/19 12:48,3/4/19 17:48,Implantable Miniature Telescope (IMT),,inherit,closed,closed,,179-autosave-v1,,,3/4/19 12:48,3/4/19 17:48,,179,https://maculardegeneration.net/uncategorized/179-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9749,macd
183,7,3/13/19 17:09,3/13/19 21:09,Complementary and Alternative Medicine,,inherit,closed,closed,,157-autosave-v1,,,3/13/19 17:09,3/13/19 21:09,,157,https://maculardegeneration.net/uncategorized/157-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9811,macd
184,7,2/2/19 17:06,2/2/19 22:06,Home Adaptations,,inherit,closed,closed,,166-autosave-v1,,,2/2/19 17:06,2/2/19 22:06,,166,https://maculardegeneration.net/uncategorized/166-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9687,macd
185,27,2/4/19 9:46,2/4/19 14:46,Christine Joy Brunson,,publish,closed,closed,,christine-brunson,,,7/17/19 14:50,7/17/19 18:50,,62,https://maculardegeneration.net/?page_id=185,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9463,macd
186,26,2/4/19 9:41,,Auto Draft,,auto-draft,closed,closed,,,,,2/4/19 9:41,,,0,https://maculardegeneration.net/?page_id=186,0,page,,0,NULL,NULL,macd
187,26,2/4/19 9:41,2/4/19 14:41,"Brunson, Chrisine",,inherit,open,closed,,brunson-chrisine,,,2/4/19 9:41,2/4/19 14:41,,185,/wp-content/uploads/2019/02/Brunson-Chrisine.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
188,26,4/30/19 10:50,4/30/19 14:50,Christine Joy Brunson,,inherit,closed,closed,,185-autosave-v1,,,4/30/19 10:50,4/30/19 14:50,,185,https://maculardegeneration.net/uncategorized/185-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9463,macd
189,26,2/4/19 9:53,2/4/19 14:53,,,publish,closed,closed,,189,,,6/10/19 10:36,6/10/19 14:36,,62,https://maculardegeneration.net/?p=189,8,nav_menu_item,,0,NULL,NULL,macd
190,27,2/27/19 14:16,2/27/19 19:16,Assistive Devices and Technology for Low Vision,,publish,closed,closed,,assistive-devices,,,5/13/19 13:42,5/13/19 17:42,,0,https://maculardegeneration.net/?page_id=190,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9703,macd
191,32,4/1/19 16:29,4/1/19 20:29,The Beginning of the End of My Vision,,publish,open,closed,,beginning-vision-loss,,,4/3/19 13:23,4/3/19 17:23,,0,https://maculardegeneration.net/?p=191,0,post,,1,NULL,NULL,macd
193,6,2/5/19 10:55,2/5/19 15:55,Age-Related Macular Degeneration (AMD),,publish,closed,closed,,age-related-macular-degeneration-amd,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=193,21,nav_menu_item,,0,NULL,NULL,macd
195,6,2/5/19 11:02,2/5/19 16:02,Symptoms,,publish,closed,closed,,symptoms,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=195,32,nav_menu_item,,0,NULL,NULL,macd
196,6,2/5/19 11:02,2/5/19 16:02,Stages of AMD,,publish,closed,closed,,196,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=196,22,nav_menu_item,,0,NULL,NULL,macd
197,6,2/5/19 11:15,2/5/19 16:15,Charles Bonnet Syndrome,,publish,closed,closed,,charles-bonnet-syndrome,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=197,40,nav_menu_item,,0,NULL,NULL,macd
199,6,2/5/19 11:17,2/5/19 16:17,,,publish,closed,closed,,199,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=199,45,nav_menu_item,,0,NULL,NULL,macd
200,6,2/5/19 11:17,2/5/19 16:17,,,publish,closed,closed,,200,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=200,42,nav_menu_item,,0,NULL,NULL,macd
201,6,2/5/19 11:19,2/5/19 16:19,Stargardt Disease Diagnosis,,publish,closed,closed,,stargardt-disease-diagnosis,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=201,47,nav_menu_item,,0,NULL,NULL,macd
202,6,2/5/19 11:21,2/5/19 16:21,AMD Diagnosis,,publish,closed,closed,,amd-diagnosis,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=202,46,nav_menu_item,,0,NULL,NULL,macd
203,6,2/5/19 11:22,2/5/19 16:22,Myopic MD Diagnosis,,publish,closed,closed,,myopic-macular-degeneration-diagnosis,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=203,48,nav_menu_item,,0,NULL,NULL,macd
204,6,2/5/19 11:24,2/5/19 16:24,Dilated Eye Exam,,publish,closed,closed,,dilated-eye-exam,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=204,49,nav_menu_item,,0,NULL,NULL,macd
207,27,2/5/19 16:53,2/5/19 21:53,What is Vision Rehabilitation?,,publish,closed,closed,,vision-rehabilitation,,,4/5/19 13:37,4/5/19 17:37,,0,https://maculardegeneration.net/?page_id=207,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9778,macd
208,6,2/5/19 16:47,2/5/19 21:47,Complementary/Alternative Medicine,,publish,closed,closed,,208,,,6/10/19 10:36,6/10/19 14:36,,123,https://maculardegeneration.net/?p=208,76,nav_menu_item,,0,NULL,NULL,macd
209,6,2/5/19 16:47,2/5/19 21:47,Devices,,publish,closed,closed,,209,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=209,77,nav_menu_item,,0,NULL,NULL,macd
210,6,2/5/19 16:50,2/5/19 21:50,,,publish,closed,closed,,210,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=210,78,nav_menu_item,,0,NULL,NULL,macd
211,6,2/5/19 16:53,2/5/19 21:53,AREDS and AREDS2,,publish,closed,closed,,211,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=211,67,nav_menu_item,,0,NULL,NULL,macd
212,6,2/5/19 16:54,2/5/19 21:54,Vision Rehabilitation Therapy,,publish,closed,closed,,vision-rehabilitation-therapy,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=212,66,nav_menu_item,,0,NULL,NULL,macd
213,6,2/6/19 9:19,2/6/19 14:19,Statistics and Epidemiology,,publish,closed,closed,,statistics-and-epidemiology,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=213,26,nav_menu_item,,0,NULL,NULL,macd
214,31,3/25/19 12:00,3/25/19 16:00,Herstory,,publish,open,closed,,childhood-stargardt-disease-diagnosis,,,5/28/19 11:44,5/28/19 15:44,,0,https://maculardegeneration.net/?p=214,0,post,,4," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9796,macd
215,6,2/6/19 10:53,2/6/19 15:53,Symptoms and Complications,,publish,closed,closed,,215,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=215,31,nav_menu_item,,0,NULL,NULL,macd
216,6,2/6/19 10:55,2/6/19 15:55,Complications,,publish,closed,closed,,complications,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=216,39,nav_menu_item,,0,NULL,NULL,macd
219,32,4/17/19 16:48,4/17/19 20:48,"Hocus Pocus, My Macula Can't Focus",,publish,open,closed,,eye-explained,,,4/17/19 16:48,4/17/19 20:48,,0,https://maculardegeneration.net/?p=219,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9711,macd
220,6,2/7/19 9:43,2/7/19 14:43,Symptoms and Complications,,inherit,closed,closed,,122-autosave-v1,,,2/7/19 9:43,2/7/19 14:43,,122,https://maculardegeneration.net/uncategorized/122-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9827,macd
221,27,6/26/19 10:20,6/26/19 14:20,What is Braille?,,publish,open,closed,,braille,,,6/26/19 10:23,6/26/19 14:23,,0,https://maculardegeneration.net/?p=221,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9731,macd
222,6,6/26/19 10:21,6/26/19 14:21,What is Braille?,,inherit,closed,closed,,221-autosave-v1,,,6/26/19 10:21,6/26/19 14:21,,221,https://maculardegeneration.net/uncategorized/221-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9731,macd
223,27,3/5/19 8:56,3/5/19 13:56,Mobility Assistance for Visual Impairment,,publish,open,closed,,walking-assistance,,,5/28/19 12:02,5/28/19 16:02,,0,https://maculardegeneration.net/?p=223,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9753,macd
225,6,2/7/19 12:46,2/7/19 17:46,,,publish,closed,closed,,225,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=225,79,nav_menu_item,,0,NULL,NULL,macd
226,26,2/8/19 9:03,,Auto Draft,,auto-draft,closed,closed,,,,,2/8/19 9:03,,,0,https://maculardegeneration.net/?page_id=226,0,page,,0,NULL,NULL,macd
227,27,2/8/19 9:36,2/8/19 14:36,Sue LaBar Yohey,,publish,closed,closed,,sue-labar-yohey,,,7/17/19 14:52,7/17/19 18:52,,62,https://maculardegeneration.net/?page_id=227,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9247,macd
229,26,2/8/19 9:38,2/8/19 14:38,2019-style,,inherit,open,closed,,2019-style,,,2/8/19 9:38,2/8/19 14:38,,227,/wp-content/uploads/2019/02/2019-style.pdf,0,attachment,application/pdf,0,NULL,NULL,macd
230,26,2/8/19 9:39,2/8/19 14:39,avatar-dark,,inherit,open,closed,,avatar-dark,,,2/8/19 9:39,2/8/19 14:39,,227,/wp-content/uploads/2019/02/avatar-dark.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
231,26,2/14/19 10:19,2/14/19 15:19,Sue LaBar Yohey,,inherit,closed,closed,,227-autosave-v1,,,2/14/19 10:19,2/14/19 15:19,,227,https://maculardegeneration.net/uncategorized/227-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.923,macd
232,26,2/8/19 11:07,2/8/19 16:07,,,publish,closed,closed,,232,,,6/10/19 10:36,6/10/19 14:36,,62,https://maculardegeneration.net/?p=232,14,nav_menu_item,,0,NULL,NULL,macd
233,6,3/13/19 14:37,3/13/19 18:37,What is Age-Related Macular Degeneration (AMD)?,,inherit,closed,closed,,57-autosave-v1,,,3/13/19 14:37,3/13/19 18:37,,57,https://maculardegeneration.net/uncategorized/57-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9829,macd
234,27,2/8/19 11:51,2/8/19 16:51,Linda C. Moore,,publish,closed,closed,,linda-c-moore,,,7/17/19 14:51,7/17/19 18:51,,62,https://maculardegeneration.net/?page_id=234,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9441,macd
